,song_name,song_lyrics
164,It Hurts Me,"It Hurts Me Lyrics[Verse 1]
It hurts me to see him treat you the way that he does
It hurts me to see sit you and cry
When I know I could be so true
If I had someone like you
It hurts me to see those tears in your eyes

[Verse 2]
The whole town is talking, they're calling you a fool
For listening to his same old lies
And when I know I could be so true
If I had someone like you
It hurts me to see the way he makes you cry

[Verse 3]
You love him so much, you're too blind to see
He's only playing a game
He's never loved you
He never will
And, darling, don't you know he'll never change
[Verse 4]
I know that he never will set you free
Because he's just that kind of guy
But if you ever tell him you're through
I'll be waiting for you
Waiting to hold you so tight
Waiting to kiss you goodnight
Yes, darling, if I had someone like you1Embed"
165,Beach Boy Blues,"Beach Boy Blues Lyrics[Verse 1]
I'm a poor Hawaiian beach boy
A long way from the beach
'Cause someone shoved his face against my hand
Now I'm a kissing cousin to a ripe pineapple
I'm in the can

[Verse 2]
I was minding my own business
Drinking daddy's juice
I swear I'll never touch that stuff again
Just like a pig before he gave his all at the lu'au
I'm in the pen

[Chorus]
Got those beach boy blues
Don't the time go slow
Lonely beach boy blues
Only 30 days and 90 years to go
[Verse 4]
I want a taste of honey
From my wahine's lips
I want to be her ever loving man
But I'm a kissing cousin to a ripe pineapple
I'm in the can

[Outro]
But I'm a kissing cousin to a ripe pineapple
I'm in the canEmbed"
166,Kissin’ Cousins,"Kissin’ Cousins Lyrics[Intro]
Well, I've got a gal, she's as cute as she can be
She's a distant cousin, but she's not too distant with me

[Chorus 1]
We'll kiss all night
I'll squeeze her tight
But we're kissin' cousins, and that's what makes it all right
All right, all right, all right

[Bridge]
Oh, I've got a girl, and she taught me how to live
She can give a lot and she's got a lot to give

[Chorus 1]
We'll kiss all night
I'll squeeze her tight
But we're kissin' cousins, and that's what makes it all right
All right, all right, all right

[Chorus 2]
Yes we're all cousins, that's what I believe
Because we're children of Adam and Eve
I got a girl, and she wants a lot of love
That's the kind of trouble I need plenty of

[Chorus 1]
We'll kiss all night
I'll squeeze her tight
But we're kissin' cousins, and that's what makes it all right
All right, all right, all right

[Chorus 2]
Yes we're all cousins, that's what I believe
Because we're children of Adam and Eve
I got a girl, and she wants a lot of love
That's the kind of trouble I need plenty of

[Chorus 1]
We'll kiss all night
I'll squeeze her tight
But we'll be kissing cousins and that'll make it all right
All right, all right, all right
We'll be Kissing cousins that'll make it all right
All right, all right, all right
We'll be kissing cousins that's what makes it all right
All right, all right, all rightEmbed"
167,Run On,"Run On Lyrics[Bridge]
Well you may run on for a long time
Run along for a long time
Run on for a long time
Let me tell you God almighty gonna cut you down

[Chorus]
Go tell that long tongued liar, oh well well
Go tell that midnight rider, oh well well
Tell the gambler, the rambler, the back-biter
Tell them God almighty gonna cut 'em down

[Verse 1]
Stop God almighty let me tell you the news
My head's been wet with the midnight dews
I've been down on my bended knees
Talking to the man from Galilee
My God spoke and he spoke so sweet
I thought I heard the shuffle of angel's feet
He put one hand upon my head
Great God almighty let me tell you what he said
[Chorus]

[Bridge]

[Verse 2]
You may throw your rock and hide your hand
Working in the dark against your fellow man
As sure as God made the day and the night
What you do in the dark will be brought to the light
You may run and hide, slip and slide
Trying to take the mote from your neighbor’s eye
As sure as God made the rich and poor
You going to reap just what you sow

[Bridge]

[Chorus]

[Verse 3]
Some people go to church just to sit in the fire
Trying to make a date with the neighbor’s wife
Brother let me tell you as sure as you're born
You better leave that woman alone
Because one of these days mark my word
You think that brother is going to work
And you'll sneak up and knock on that door
That's all brother you'll knock no more
[Chorus]Embed"
168,I’m  Leavin’,"I’m  Leavin’ Lyrics[Intro]
La la la la la la la la la la la la la
La la la la la la la la la la la la la
La la la la la la la la la la la la la
La la la la la la la la la la la la la

[Verse 1]
Oh well I know
If I'd arrived in time to know you
If you had taken the time to show me
I wouldn't be lonely

[Verse 2]
Where will I go
Who will I have to lie beside me
To ease this emptiness inside me
I'm so lonely
[Chorus]
Tried so hard each time, each time I just can't make it
Feelin' fast vibrations and I just can't take it
Living from day to day, chasing the dream
I'm, I'm leavin'

La la la la la la la la la la la la la
La la la la la la la la la la la la la

[Chorus]
Tried so hard each time, each time I just can't make it
Feelin' fast vibrations and I just can't take it
Living from day to day, chasing the dream
I'm, I'm leavin'

La la la la la la la la la la la la la
La la la la la la la la la la la la la
La la la la la la la la la la la la la
La la la la la la la la la la la la la
I'm, I'm leavin'

La la la la la la la la la la la la la
La la la la la la la la la la la la la
La la la la la la la la la la la la la
La la la la la la la la la la la la laEmbed"
169,The Next Step Is Love,"The Next Step Is Love Lyrics[Intro]
Yesterday has slipped away
And the sun is welcoming the evening shadows
Of a perfect day and the next step is love
The next step is love

[Verse]
We've walked barefoot through the misty meadows
Laughing at each other in the rain
Made some faces at some people in the park
And didn't bother to explain
Fun, fun, look at us run
Going nowhere special really fast
But we've yet to taste the icing on the cake
That we've been baking with the past
[Chorus]
And the next step is love
So what are we waiting for?
The next step is love
Girl, it's for sure

Yesterday has slipped away
And the sun is welcoming the evening shadows
On a perfect day and the next step is love
The next step is love

[Verse]
Love will be a place to run to
From the world they've willed you and me
We'll be closer than we've ever been
Though looking back it's so hard to believe
Hang it all out, we bring it on in
The best we've picked up on the way to now
Changes are coming but together
We can make it through somehow

[Chorus]
Cause the next step is love
So what are we waiting for?
The next step is love
Girl, it's for sure
Yesterday, has slipped away
And the sun is welcoming the evening shadows
Of a perfect day and the next step is love
The next step is love

[Outro]
Yes it's love
The next step is love
Yes it's love
Next step is love
Yes girl it's loveEmbed"
170,Never Been To Spain,"Never Been To Spain Lyrics[Verse 1]
Well I've never been to Spain
But I kind of like the music
Say the ladies are insane there
And they sure know how to use it
They don't abuse it
Never going to lose it
I can't refuse it

[Verse 2]
Well, I've never been to England
But I kind of like the Beatles
So I headed for Las Vegas
Only made it out to Needles
Can you feel it
Must be weary
Oh so good oh feel so good
[Verse 3]
Well I've never been to heaven
But I've been in Oklahoma
Well, they tell me I was born there
But I really don't remember
In Oklahoma or Arizona
What does it matter
What does it matterEmbed"
171,I’ve Lost You,"I’ve Lost You Lyrics[Verse 1]
Lying by your side I watch you sleeping
And in your face the sweetness of a child
Murmuring the dreams you won't recapture
Though it will haunt the corners of you mind

[Chorus]
Oh, I've lost you yes, I've lost you
I can't reach you anymore
We ought to talk it over now
But reason can't stand in for feeling

[Verse 2]
Who can tell when summer turns to autumn
And who can point the moment love grows cold
Softly without pain the joy is over
Though why it's gone will neither of us know
[Chorus]
Oh, I've lost you yes, I've lost you
I can't reach you anymore
We ought to talk it over now
But reason can't stand in for feeling, oh

[Chorus]
Oh, I've lost you yes, I've lost you
I can't reach you anymore
We ought to talk it over now
But reason can't stand in for feeling

[Verse 3]
Six o'clock the baby will be crying
And you will stumble, sleeping to the door
In the chill and solemn gray of morning
We play the parts that we have learned too well

[Chorus]
Oh, I've lost you yes, I've lost you
I can't reach you anymore
We ought to talk it over now
But reason can't stand in for feeling

[Chorus]
I've lost you yes, I've lost you
I can't reach you anymore
We ought to talk it over now
But reason can't stand in for feeling, oh
Oh, I've lost you yes, I've lost you
I can't reach you anymore
We ought to talk it over now
But reason can't stand in for feeling, ohEmbed"
172,Pieces of My Life,"Pieces of My Life Lyrics[Verse 1]
A water glass full of whiskey
Women that I never knew too well
Lord, the things I've seen and done
Most of which I'd be ashamed to tell

[Verse 2]
I don't know how it started
But that's what makes a man a man, I guess
Now I'm holding on to nothing
Trying to forget the rest

[Chorus]
I'm looking back on my life
To see if I can find the pieces
I know that some were stolen
And some just blew away
Well, I found the bad parts
Found all the sad parts
But I guess I threw the best parts away
Lord away, away
[Verse 3]
Playin' the bars, playin' like a star
Anything to get a name
Carryin' on, livin' on songs
My friends wrote for me to sing

[Chorus]
I'm looking back on my life
To see if I can find the pieces
I know that some were stolen
And some just blew away
Well, I found the bad parts
Found all the sad parts
But I guess I threw the best parts away
Away, away

[Outro]
Lord, the pieces of my life
They're everywhere, they're everywhere
And the one I think I miss most of all
Is you and you know who
Looking back on my life, Lord
To see if I find the pieces
Looking back on my life today
To see if I can find the pieces
Looking back on my life
God, help me find the piecesEmbed"
173,I Forgot To Remember To Forget,"I Forgot To Remember To Forget Lyrics[Verse 1]
I forgot to remember to forget her
I can't seem to get her off my mind
I thought I'd never miss her
But I found out somehow
I think about her almost all the time

[Verse 2]
The day she went away
I made myself a promise
That I'd soon forget we ever met
But something sure is wrong
'Cause I'm so blue and lonely
I forgot to remember to forget

[Verse 3]
The day she went away
I made myself a promise
That I'd soon forget we ever met
Well, but something sure is wrong
'Cause I'm so blue and lonely
I forgot to remember to forgetEmbed"
174,Where Could I Go But To The Lord,"Where Could I Go But To The Lord Lyrics[Verse 1]
Living below in this old sinful world
Hardly a comfort can afford
Striving alone to face temptation so
Now won't you tell me

[Chorus]
Where could I go but to the Lord
Where could I go oh where could I go
Seeking the refuge for my soul
Needing a friend to save me in the end
Won't you tell me
Where could I go but to the Lord

[Verse 2]
Life here is grand with friends I love so dear
Comfort I get from God's own word
Yet when I face that chilling hand of death
Won't you tell me
Where could I go but to the Lord
[Chorus]3Embed"
175,A Mess Of Blues,"A Mess Of Blues Lyrics[Verse]
I just got your letter baby
Too bad you can't come home
I swear I'm going crazy
Sitting here all alone
Since you're gone
I got a mess of blues

I ain't slept a wink since Sunday
I can't eat a thing all day
Every day is just blue Monday
Since you've been away
Since you're gone
I got a mess of blues

[Pre-Chorus]
Whoops, there goes a teardrop
Rolling down my face
If you cry when you're in love
It sure ain't no disgrace
[Chorus]
I gotta get myself together
Before I lose my mind
I'm gonna catch the next train going
And leave my blues behind
Since you're gone
I got a mess of blues

[Pre-Chorus]
Whoops, there goes a teardrop
Rolling down my face
If you cry when you're in love
It sure ain't no disgrace

[Chorus]
I gotta get myself together
Before I lose my mind
I'm gonna catch the next train goin'
And leave my blues behind
Since you're gone
I got a mess of blues

[Outro]
Since you're gone I got a mess of blues
Since you're gone I got a mess of bluesEmbed"
176,I Want To Be Free,"I Want To Be Free Lyrics[Verse 1]
There's no joy in my heart, only sorrow
And I'm sad as a man can be
I sit alone in the darkness of my lonely room
And this room is a prison to me

[Chorus]
I look out my window
And what do I see?
I see a bird
Way up in a tree
I want to be free (oh yes), free (oh yes)
Free
I want to be free
Like a bird in a tree (wanna be free)
[Verse 2]
Oh, what good are my eyes, they can't see you
And my arms, they can't hold you so tight
I have two lips that are yearning
But they're no good to me
'Cause I know I can't kiss you tonight

[Chorus]
I look out my window
And what do I see?
I see a bird
Way up in a tree
I want to be free (oh yes), free (oh yes)
Free
I want to be free
Like a bird in a tree (want to be free)
I want to be free
Like a bird in a tree (want to be free)1Embed"
177,When My Blue Moon Turns To Gold Again,"When My Blue Moon Turns To Gold Again Lyrics[Verse 1]
Well, when my blue moon turns to gold again
When my rainbow turns the clouds away
Well, when my blue moon turns to gold again
You'll be back within my arms to stay

[Verse 2]
When the memories that linger in our hearts
Memories that make my heart grow cold
Well, when someday they're gonna live again, sweetheart
And my blue moon again will turn to gold

[Verse 1]
Well, when my blue moon turns to gold again
When my rainbow turns the clouds away
Well, when my blue moon turns to gold again
You'll be back within my arms to stay
[Verse 2]
Well, when the memories that linger in our hearts
Memories that make my heart grow cold
Well, when someday they're gonna live again, sweetheart
And my blue moon again will turn to gold

[Verse 1]
Well, when my blue moon turns to gold again
When my rainbows turn the clouds away
Well, when my blue moon turns to gold again
You'll be back within my arms to stay (stay)1Embed"
178,Separate Ways,"Separate Ways Lyrics[Verse 1]
I see a change as come in to our lives
It's not the way that it used to be
And it's not too late to realize our mistake
We're just not right for each other

[Verse 2]
Love has slipped away left us only friends
We almost seem like strangers
All that's left between us are the memories we share
Of times we thought we cared for each other

[Chorus]
There's nothing left to do but go our separate ways
And pick up all the pieces left behind us
And maybe someday, somewhere along the way
Another love will find us
[Verse 3]
Some day when she's older, maybe she will understand
Why her mom and dad are not together
The tears that she will cry when I have to say goodbye
Will tear at my heart forever

[Chorus]
There's nothing left to do but go our separate ways
Pick up all the pieces left behind us
And maybe someday, somewhere along the way
Another love will find us

Wow wow woa wow,                                                                       Wow wow woa wow,                                                                       Wow wow woa wow
Wow wow woa wowEmbed"
179,Paralyzed,"Paralyzed Lyrics[Verse 1]
When you looked into my eyes
I stood there like I was hypnotized
You sent a feeling to my spine
A feelin' warm and smooth and fine
But all I could do was stand there paralyzed

When we kissed, ooh what a thrill
You took my hand and, ooh baby, what a chill
I felt like grabbing you real tight
Squeeze and squeeze with all my might
But all I could do was stand there paralyzed

[Verse 2]
Oh yeah lucky me, I'm singing every day, ooh
Ever since that day you came my way, ooh
You made my life for me just one big happy game
I'm gay every morning, at night I'm still the same
Well, do you remember that wonderful time
You held my hand and swore that you'd be mine
In front of preacher you said ""I do""
I couldn't say a word for thinking of you
All I could do was stand there paralyzed

[Verse 2]
Oh yeah lucky me, I'm singing every day, ooh
Ever since that day you came my way, ooh
You made my life for me just one big happy game
I'm gay every morning, at night I'm still the same

Well child, do you remember that wonderful time
When you held my hand and swore that you'd be mine
In front of preacher you said ""I do""
I couldn't say a word for thinking of you
All I could do was stand there paralyzed
All I could do was stand there paralyzed1Embed"
180,Gentle On My Mind,"Gentle On My Mind LyricsIt's knowin' that your door is always open
And your path is free to walk, mmm
That makes me tend to keep my sleeping bag
Rolled up and stashed behind your couch

It's knowin' I'm not shackled
By forgotten words and bonds
And the ink stains that have dried upon some line

That keeps you in the backroads
By the rivers of my memory
That keeps you ever gentle on my mind

It's not clinging to the rocks and ivy
Planted on their columns now that bind me
Or something that somebody said
Because they thought we fit together walking
(Together walking)
It's just knowing that the world will not be cursing
Or forgiving
When I walk along some railroad track and find
That you're moving on the backroads
By the rivers of my memory
And for hours you're just gentle on my mind

Though the wheat fields and the clothes lines
And the junkyards and the highways come between us
(Between us)
And some other woman's cryin' to her mother
Cause she turned and I was gone

I still might run in silence, tears of joy might stain my face
And the summer sun might burn me 'til I'm blind
But not to where I cannot see you walkin' in the backroads
By the rivers flowing gentle on my mind

I dip my cup of soup back from a gurglin'
Crackin' caldron in some train yard
(Some train yard)
My beard a rustlin'
Cold towel, and a dirty hat
Pulled low across my face

Through cupped hands 'round the tin can
I pretend to hold you to my breast and find
That you're waitin' from the backroads
By the rivers of my memory
Ever smilin' ever gentle on my mindEmbed"
181,You Gave Me a Mountain,"You Gave Me a Mountain Lyrics[Verse 1]
Born in the heat of the desert
My mother died giving me life
Deprived of the love of a father
Blamed for the loss of his wife
You know, Lord, I've been in a prison
For something that I never done
It's been one hill after another
I've climbed them all one by one

[Chorus]
Ooh, this time, Lord you gave me a mountain
A mountain I may never climb
It isn't a hill any longer
You gave me a mountain this time
[Verse 2]
My woman got tired of the heartaches
Tired of the grief and the strife
So tired of working for nothing
Just tired of being my wife
She took my one ray of sunshine
She took my pride and my joy
She took my reason for living
She took my small baby boy

[Chorus]
Ooh, this time, Lord, you gave me a mountain
A mountain I may never climb
It isn't a hill any longer
You gave me a mountain this time
You gave me a mountain this time
OooohEmbed"
182,Blueberry Hill,"Blueberry Hill Lyrics[Verse 1]
I found my thrill on Blueberry Hill
On Blueberry Hill when I found you
The moon stood still on Blueberry Hill
It lingered until my dreams came true

[Verse 2]
The wind in the willow played
Love's sweet melody
But all of those vows we made
Were never to be

[Verse 3]
Though we're apart, you're part of me still
For you were my thrill on Blueberry Hill
[Verse 2]
The wind in the willow played
Love's sweet melody
But all of those vows we made
Were never to be

[Verse 3]
Though we're apart, you're part of me still
For you were my thrill on Blueberry HillEmbed"
183,Any Way You Want Me (That’s How I Will Be),"Any Way You Want Me (That’s How I Will Be) Lyrics[Verse 1]
I'll be as strong as a mountain
Or weak as a willow tree
Any  way you want me
Well, that's how I will be

[Verse 2]
I'll be as tame as a baby
Or wild as the raging sea
Any way you want me
Well, that's how I will be

[Verse 3]
In your hands my heart is clay
To take and hold as you may
I'm what you make me, you've only to take me
And in your arms I will stay
[Verse 4]
I'll be a fool or a wise man
My darling, you hold the key
Yes, any way you want me
Well, that's how I will be
I will beEmbed"
184,My Baby Left Me,"My Baby Left Me Lyrics[Verse 1]
Yes my baby left me
Never said a word
Was it something I done
Something that she heard?

[Pre-Chorus]
My baby left me
My baby left me
My baby even left me
Never said a word

[Chorus]
Now I stand at my window
Wring my hands and cry
I hate to lose that woman
Hate to say goodbye
[Hook]
You know she left me
Yes, she left me
My baby even left me
Never said a word

Baby, one of these mornings
Lord, it won't be long
You'll look for me and
Baby, and daddy he'll be gone

[Pre-Chorus]

[Chorus]

[Hook}Embed"
185,Lonesome Cowboy,"Lonesome Cowboy Lyrics[Intro]
I am just a lonesome cowboy
And I'm travelling all alone
I ain't even got a nickel
To call my baby on the phone

[Verse 1]
Just beyond the mountain lies a city
And I hear it calling me
Saddle up and ride, you lonesome cowboy
Here is where you'll find your destiny (destiny)

In my dreams the lights shine bright and pretty
Near to me and yet so far
Will I always be a lonesome cowboy
Am I only reaching for a star?
(For a star, for a star, for a star)
[Chorus]
Ride, ride, ride
(Ride along cowboy) Cowboy, cowboy
(Sing) Sing, sing, sing
(Sing a song cowboy) Cowboy, cowboy

[Verse 2]
Will I ever leave this lonesome valley
Really see the lights that shine (shine)
Got to find what lies beyond the mountain
Got to rope and tie that dream of mine
(Dream of mine, dream of mine, that dream of mine)

[Outro]
I am just a lonesome cowboy
And I'm travelling all alone
If you don't call me, baby
Then I'm never coming home
Then I ain't ever coming homeEmbed"
186,Silver Bells,"Silver Bells Lyrics[Chorus]
Silver bells, silver bells
Its Christmas time in the city
Ring-a-ling, hear them ring
Soon it will be Christmas day

[Verse 1]
City sidewalks, busy sidewalks
Dressed in holiday style
In the air there’s a feeling of Christmas
Children laughing, people passing
Meeting smile after smile
And on every street corner you’ll hear

[Chorus]
Silver bells, silver bells
Its Christmas time in the city
Ring-a-ling, hear them ring
Soon it will be Christmas day
[Verse 2]
Strings of streetlights, even stoplights
Blink a bright red and green
As the shoppers rush home with their treasures
Hear the snow crunch, see the kids bunch
This is Santa’s big scene
And above all this bustle you’ll hear

[Chorus]
Silver bells, silver bells
Its Christmas time in the city
Ring-a-ling, hear them ring
Soon it will be Christmas day2Embed"
187,Something,"Something Lyrics[Verse 1]
Something in the way she moves
Attracts me like no other lover
Something in the way she moves me
I don't want to leave her now
You know I believe, and how

[Verse 2]
Somewhere in her smile she knows
All I gotta do is think about her
Something in her style it shows me
I don't want to leave her now
You know I believe, and how

[Chorus]
You're asking me will our love grow
I don't know, I don't know
You stick around and it may show
I don't know, I don't knowEmbed"
188,Got A Lot O’ Livin’ to Do,"Got A Lot O’ Livin’ to Do Lyrics[Chorus]
Oh yes, I've got a lot of living to do
A whole lot of loving to do
Come on, baby, to make a party takes two
Oh yes I've got a lot of living to do
Whole lot of loving to do
Well, there's no one who I'd rather do it with-a than you

[Verse 1]
There's a moon that's big and bright
In the milky way tonight
But the way you act, you never would know it's there
Now baby, time's a-wasting
A lot of kisses I am not been tasting
I don't know about you, but I'm going to get my share
[Chorus]
I got a lot of living to do
Whole lot of loving to do
Come on, baby, to make a party takes two
Oh yes, I've got a lot of living to do
Whole lot of loving to do
Well, there's no one who I'd rather do it with-a than you

[Verse 2]
There's a balmy little breeze
That's a-whistling through the trees
And it's telling you to pitch a little woo with me
Why don't you take a listen
You'll never know what you've been missing
Cuddle up real close and be my little honey bee

[Chorus]
Got a lot of living to do
Got a lotta loving to do
Come on, baby, to make a party takes two
Oh yes, I've got a lot of living to do
Whole lotta loving to do
Well, there's no one who I'd rather do it with-a than you

[Verse 3]
You're the prettiest thing I've seen
But you treat me so doggone mean
Ain't you got no heart, I'm dying to hold you near
Why do you keep me waiting?
Why don't you start cooperating?
And the things I say, the things you want to hear
[Chorus]
I got a lot of living to do
I got a lotta loving to do
Come on, baby, to make a party takes two
Oh yes, I've got a lot of living to do
Got a lotta loving to do
Well, there's no one who I'd rather do it with-a than you
There's no one who I'd rather do it with-a than you
Well, there's no one who I'd rather do it with-a than youEmbed"
189,Little Egypt,"Little Egypt Lyrics[Verse 1]
I went and bought myself a ticket
And I sat down in the very first row
They pulled the curtain
But then when they turned the spotlight way down low
Little Egypt came out a-struttin'
Wearing nothin' but a button and a bow

[Chorus]
Singing, ying-ying, ying-ying
Ying-ying, ying-ying

[Verse 2]
She had a ruby on her tummy
And a diamond big as Texas on her toe
She let her hair down
And she did the hoochie-coochie real slow
When she did her special number on the zebra skin
I thought she'd stop the show
[Chorus]

[Verse 3]
She did her triple somersault and when she hit the ground
She winked at the audience and then she turned around
She had a picture of a cowboy tattooed on her spine
Said, Phoenix, Arizona 1949

[Verse 4]
Yeah, but let me tell you people
Little Egypt doesn't dance there anymore
She's too busy mopping
And a-takin' care of shopping at the store
Cause we've got seven kids
And all day long they crawl around the floor

[Chorus]Embed"
190,Long Tall Sally,"Long Tall Sally Lyrics[Verse 1]
Gonna tell Aunt Mary about Uncle John
He claim he got married, but he havin' lotsa fun

[Chorus]
Oh baby, yeah baby
Whoo baby, havin' me some fun tonight

[Verse 2]
Well, long tall Sally, she built for speed
She got everything that Uncle John needs

[Chorus]
Oh baby, yeah baby
Ooh baby, havin' me some fun tonight
[Verse 3]
Well, I saw Uncle John with bald-headed Sally
He saw Aunt Mary comin', and he ducked back in the alley

[Chorus]
Oh baby, yeah baby
Ooh baby, havin' me some fun tonight

[Solo]

[Verse 2]
Well, long tall Sally, she's built sweet
She got everything that Uncle John needs

[Chorus]
Oh baby, yeah baby
Whoo baby, havin' me some fun tonight

[Verse 3]
You know, I saw Uncle John with bald-headed Sally
He saw Aunt Mary comin', and he ducked back in the alley

[Chorus]
Oh baby, yeah baby
Whoo baby, havin' me some fun tonight, go
[Outro]
I'm gonna have some fun tonight
Have some fun tonight
Have some fun tonight
Everything's alright
Have some fun, have me some fun tonight1Embed"
191,I Got Stung,"I Got Stung Lyrics[Intro]
Holy smoke
Land sakes alive!
I never thought this could happen to me

Uh huh, yeah
Uh huh, yeah

[Verse 1]
I got stung by a sweet honey bee
Oh, what a feeling come over me
It started in my eyes
Crept up to my head
Flew to my heart
'Til I was stung dead
I'm done, uh-uh
I got stung
Uh huh, yeah
Uh huh, yeah

[Verse 2]
She had all that I wanted and more
And I've seen honey bees before
She started buzzing in my ear
Buzzing in my brain
Got stung all over
But I feel no pain
I'm done
Uh-uh, I got stung

[Bridge]
Now don't think I'm complaining
I'm mighty pleased we met
But you give one little peck
On the back of my neck
And I break out in a cold, cold sweat

[Verse 3]
Well, if I live to a hundred and two
I won't let nobody sting me but you
I'll be buzzing around your hive
Every day at five
And I'm never going to leave once I arrive
Because I'm done
Uh-uh, I got stung
Uh huh, yeah
Uh huh, yeah

[Bridge]
Now don't think I'm complaining
I'm mighty pleased we met
But you give me one little peck
On the back of my neck
And I break out in a cold, cold sweat

[Verse 3]
Well, if I live to a hundred and two
I won't let nobody sting me but you
I'll be buzzing around your hive
Every day at five
And I'm never going to leave once I arrive
Because I'm done
Uh-uh, I got stung

Uh huh, yeah
Uh huh, yeah
Uh huh, yeahEmbed"
192,Until It’s Time For You To Go,"Until It’s Time For You To Go Lyrics[Verse 1]
You're not a dream, you're not an angel, you're a woman
I'm not a king, just a man, take my hand
We'll make a space in this lives that we planned
And here we'll stay until it's time for you to go

[Verse 2]
Yes, we're different worlds apart, we're not the same
We laughed and played at the start like in a game, oh Lord
You could have stayed outside my heart but in you came
And here you'll stay until it's time for you to go

[Bridge]
Don't ask why
Don't ask how
Don't ask forever
Lord love me, love me, love me, love me now
[Verse 3]
This love of mine has no beginning, it has no end
I was an oak now I'm a willow and I can bend
And tho' I'll never in my life see you again
Here I stay until it's time for you to go

[Outro]
Oh yes, I'll stay until it's time for you to goEmbed"
193,Moonlight Swim,"Moonlight Swim Lyrics[Verse 1]
Let's go on a moonlight swim
Far away from the crowd
All alone upon the beach
Our lips and our arms
Close within each other's reach
We'll be (yes, we'll be)
On a moonlight swim (on a moonlight swim)

[Verse 2]
Let's go on a moonlight swim
To the raft we can race
After just a little while
I'll sit and pretend
That you're on a desert isle
With me on a moonlight swim (on a moonlight swim)
[Verse 3]
Though the air is cold
With kisses, oh, so sweet (so sweet)
I'll keep you warm
So very warm from head to your feet

[Verse 4]
Now let's go on a moonlight swim
We're in love and above
There's a crazy gold balloon
That sits winking down
And inviting us to come on in (come on in)
On a moonlight swim

[Verse 3]
(Oh, though the air is cold)
(With kisses, oh, so sweet)
I'll keep you warm
So very warm from head to your feet

[Verse 4]
Let's go on a moonlight swim
We're in love and above
There's a crazy gold balloon
That sits winking down
And inviting us to come on in (come on in)
On a moonlight swim
On a moonlight swim
On a moonlight swim
On a moonlight swimEmbed"
194,Angel,"Angel Lyrics[Verse]
Angel, with those angel eyes
Come and take this earth boy
Up to paradise

Angel, may I hold you tight?
Never kissed an angel
Let me kiss one tonight

[Chorus]
If I said, ""I love you""
Would I be speaking out of turn?
I'm only human, but I'm willing to learn

Angel, make my wish come true
Let me be in heaven
Here on earth with you
[Break]
Angel, never kissed an angel
Let me kiss one tonight

[Chorus]
If I said, ""I love you""
Would I be speaking out of turn?
I'm only human, but I'm willing to learn

Angel, make my wish come true
Let me be in heaven
Here on earth with you

Angel
AngelEmbed"
195,Doin’ The Best I Can,"Doin’ The Best I Can Lyrics[Verse 1]
I gave my heart
I gave my love
Oh ho, my darling
I am true
Doing the best
The best I can (the best I can)
But it's not good
Enough for you

[Verse 2]
I tried so hard
So hard to please
Oh ho, my darling
What more can I do
Doing the best
The best I can (the best I can)
But it's not good
Enough for you (for you)
[Chorus]
You know I was the kind who'd run
Any time you'd call
I guess I was the only one
Who didn't mind at all

[Verse 3]
I'll be a dreamer
I'll be a fool
Oh ho, my darling
My whole life through
Doing the best
The best I can (the best I can)
But it's not good
Enough for you (for you)

[Chorus]
You know I was the kind who'd run
Any time you'd call
I guess I was the only one
Who didn't mind at all

[Verse 3]
I'll be a dreamer
I'll be a fool
Oh ho, my darling
My whole life through
Doing the best
The best I can (the best I can)
But it's not good
Enough for you (for you)
[Outro]
But it's not good
Enough for you1Embed"
196,Teddy Bear,"Teddy Bear LyricsBaby let me be your lovin teddy bear
Put a chain around my neck
And lead me anywhere
Oh let me be your teddy bear

I don't wanna be a tiger
Cause tigers play to rough
I don't wanna be a lion
Cause lions ain't the kind
You love enough

I just wanna be your teddy bear
Put a chain around my neck
And lead me anywhere
Oh let me be your teddy bear
Baby let me be around you every night
Run your fingers though my hair
And cuddle me really tight
Oh let me be your teddy bear

I don't wanna be a tiger
Cause tigers play to rough
I don't wanna be a lion
Cause lions ain't the kind
You love enough

I just wanna be your teddy bear
Put a chain around my neck
And lead me anywhere
Oh let me be your teddy bear

Oh let me be your teddy bear
I just wanna be your teddy bear1Embed"
197,I’m Gonna Sit Right Down and Cry (Over You),"I’m Gonna Sit Right Down and Cry (Over You) Lyrics[Verse 1]
I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over you
And if you say goodbye, if you ever even try
I'm gonna sit right down and cry over you

[Verse 2]
I'm gonna love you more and more every day
I'm gonna  love you more and more in every way
And if you ever say goodbye, if you ever even try
I'm gonna sit right down and cry over you

[Verse 3]
I'm gonna  tell my mama, tell my papa too
So they'll know exactly what I'm gonna to do
If you ever say goodbye, if you ever even try
I'm gonna sit right down and cry over you
[Interlude]

[Verse 4]
I'm gonna love you more and more every day
I'm gonna love you more and more in every way
And if ever you say goodbye, if you ever even cry
I'm gonna sit right down and cry over you

[Verse 5]
I'm going to tell my mama, tell my papa too
So they'll know exactly what I'm gonna do
If you ever say goodbye, if you ever even try
I'm gonna sit right down and cry over you

[Outro]
I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over you
I'm gonna sit right down and cry over youEmbed"
